location,event_year,route,causal,reason,value
Turkey,2008,Eastern Mediterranean Route,malicious intent related death / manslaughter,shot,2
Turkey,2008,Eastern Mediterranean Route,unknown - supposedly exhaustion related death,unknown,6
Turkey,2009,Eastern Mediterranean Route,drowning or exhaustion related death,drowned,11
Turkey,2009,Eastern Mediterranean Route,unknown - supposedly exhaustion related death,unknown,7
Turkey,2012,Eastern Mediterranean Route,drowning or exhaustion related death,drowned,125
Turkey,2013,Eastern Mediterranean Route,drowning or exhaustion related death,drowned,24
Turkey,2014,Eastern Mediterranean Route,drowning or exhaustion related death,drowned,30
Turkey,2015,Eastern Mediterranean Route,drowning or exhaustion related death,drowned,23
Turkey,2015,Eastern Mediterranean Route,unknown - supposedly exhaustion related death,unknown,50
Ukraine,2004,Eastern Borders Route,drowning or exhaustion related death,died of a shock,1
Zelid,2004,Central Mediterranean Route,drowning or exhaustion related death,drowned,41
